student_name,topic,Note,prompt_id,line_id,n_ones,Order,AssignmentN,Code,Timing,submission_n,submission_id
14,SNA25-Centrality measurers-716932,"no link, typed from screenshot",1,1,1,1,2,Instruct,Early,1,14_2_1
14,SNA25-Centrality measurers-716932,"no link, typed from screenshot",1,2,1,1,2,Instruct,Early,1,14_2_1
14,SNA25-Centrality measurers-716932,"no link, typed from screenshot",1,2,1,2,2,Context,Early,1,14_2_1
14,SNA25-Centrality measurers-716932,"no link, typed from screenshot",1,3,1,1,2,Instruct,Early,1,14_2_1
14,SNA25-Centrality measurers-716932,"no link, typed from screenshot",1,3,1,2,2,Specification,Early,1,14_2_1
14,SNA25-Centrality measurers-716932,"no link, typed from screenshot",1,4,1,1,2,Instruct,Early,1,14_2_1
14,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Instruct,Late,1,14_3_1
14,SNA25-TNA Assignment (PDF)-728072,,2,1,2,1,3,Instruct,Late,2,14_3_2
14,SNA25-TNA Assignment (PDF)-728072,,3,1,3,1,3,Instruct,Late,3,14_3_3
14,SNA25-TNA Assignment (PDF)-728072,,4,1,4,1,3,Instruct,Late,4,14_3_4
14,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Specification,Late,1,14_3_1
14,SNA25-TNA Assignment (PDF)-728072,,2,1,2,2,3,Context,Late,2,14_3_2
14,SNA25-TNA Assignment (PDF)-728072,,4,1,4,2,3,Context,Late,4,14_3_4
14,SNA25-TNA Assignment (PDF)-728072,,2,1,2,3,3,Refine,Late,2,14_3_2
14,SNA25-TNA Assignment (PDF)-728072,,1,2,1,1,3,Specification,Late,1,14_3_1
14,SNA25-TNA Assignment (PDF)-728072,,2,2,2,1,3,Instruct,Late,2,14_3_2
14,SNA25-TNA Assignment (PDF)-728072,,3,2,3,1,3,Reasoning,Late,3,14_3_3
14,SNA25-TNA Assignment (PDF)-728072,,4,2,4,1,3,Specification,Late,4,14_3_4
14,SNA25-TNA Assignment (PDF)-728072,,2,2,2,2,3,Specification,Late,2,14_3_2
14,SNA25-TNA Assignment (PDF)-728072,,3,2,3,2,3,Instruct,Late,3,14_3_3
14,SNA25-TNA Assignment (PDF)-728072,,1,3,1,1,3,Specification,Late,1,14_3_1
14,SNA25-TNA Assignment (PDF)-728072,,2,3,2,1,3,Instruct,Late,2,14_3_2
14,SNA25-TNA Assignment (PDF)-728072,,4,3,4,1,3,Refine,Late,4,14_3_4
14,SNA25-TNA Assignment (PDF)-728072,,1,3,1,2,3,Refine,Late,1,14_3_1
14,SNA25-TNA Assignment (PDF)-728072,,2,3,2,2,3,Specification,Late,2,14_3_2
14,SNA25-TNA Assignment (PDF)-728072,,1,4,1,1,3,Specification,Late,1,14_3_1
15,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,15_1_1
15,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Specification,Early,1,15_1_1
15,SNA25-Plot and generate networks with AI-716920,,1,3,1,1,1,Context,Early,1,15_1_1
15,SNA25-Centrality measurers-716932,,1,1,1,1,2,Context,Early,1,15_2_1
15,SNA25-Centrality measurers-716932,,2,1,2,1,2,Instruct,Early,2,15_2_2
15,SNA25-Centrality measurers-716932,,3,1,2,1,2,Instruct,Early,3,15_2_3
15,SNA25-Centrality measurers-716932,,4,1,2,1,2,Critique,Early,4,15_2_4
15,SNA25-Centrality measurers-716932,,2,1,2,2,2,Critique,Early,2,15_2_2
15,SNA25-Centrality measurers-716932,,3,1,2,2,2,Critique,Early,3,15_2_3
15,SNA25-Centrality measurers-716932,,4,1,2,2,2,Specification,Early,4,15_2_4
15,SNA25-Centrality measurers-716932,,3,1,2,3,2,Specification,Early,3,15_2_3
15,SNA25-Centrality measurers-716932,,1,2,1,1,2,Context,Early,1,15_2_1
15,SNA25-Centrality measurers-716932,,4,2,2,1,2,Specification,Early,4,15_2_4
15,SNA25-Centrality measurers-716932,,1,3,1,1,2,Instruct,Early,1,15_2_1
15,SNA25-Centrality measurers-716932,,4,3,2,1,2,Specification,Early,4,15_2_4
15,SNA25-Centrality measurers-716932,,1,4,1,1,2,Specification,Early,1,15_2_1
15,SNA25-Centrality measurers-716932,,4,4,2,1,2,Instruct,Early,4,15_2_4
15,SNA25-Centrality measurers-716932,,1,5,1,1,2,Specification,Early,1,15_2_1
15,SNA25-Centrality measurers-716932,,1,6,1,1,2,Specification,Early,1,15_2_1
15,SNA25-Centrality measurers-716932,,1,7,1,1,2,Specification,Early,1,15_2_1
15,SNA25-Centrality measurers-716932,,1,8,1,1,2,Instruct,Early,1,15_2_1
15,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Positive emotion,Late,1,15_3_1
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",2,1,2,1,3,Instruct,Late,2,15_3_2
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",3,1,2,1,3,Instruct,Late,3,15_3_3
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",4,1,3,1,3,Specification,Late,4,15_3_4
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",5,1,4,1,3,Context,Late,5,15_3_5
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",6,1,5,1,3,Agreement,Late,6,15_3_6
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",7,1,5,1,3,Refine,Late,7,15_3_7
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",8,1,5,1,3,Instruct,Late,8,15_3_8
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",9,1,5,1,3,Specification,Late,9,15_3_9
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",10,1,5,1,3,Critique,Late,10,15_3_10
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",2,1,2,2,3,Refine,Late,2,15_3_2
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",3,1,2,2,3,Specification,Late,3,15_3_3
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",6,1,5,2,3,Instruct,Late,6,15_3_6
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",8,1,5,2,3,Specification,Late,8,15_3_8
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",8,1,5,3,3,Refine,Late,8,15_3_8
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",1,2,1,1,3,Instruct,Late,1,15_3_1
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",3,2,2,1,3,Specification,Late,3,15_3_3
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",4,2,3,1,3,Specification,Late,4,15_3_4
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",5,2,4,1,3,Specification,Late,5,15_3_5
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",10,2,5,1,3,Refine,Late,10,15_3_10
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",1,2,1,2,3,Context,Late,1,15_3_1
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",4,3,3,1,3,Specification,Late,4,15_3_4
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",5,3,4,1,3,Refine,Late,5,15_3_5
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",5,3,4,2,3,Specification,Late,5,15_3_5
15,SNA25-TNA Assignment (PDF)-728072,"Originally in Persian, user translated the prompt into EN by GPT",5,4,4,1,3,Refine,Late,5,15_3_5
16,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,1,1,1,1,Instruct,Early,1,16_1_1
16,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,1,1,2,1,Specification,Early,1,16_1_1
16,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,2,1,1,1,Specification,Early,1,16_1_1
16,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,2,1,2,1,Reasoning,Early,1,16_1_1
16,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,3,1,1,1,Specification,Early,1,16_1_1
16,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,4,1,1,1,Instruct,Early,1,16_1_1
16,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,4,1,2,1,Specification,Early,1,16_1_1
16,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,16_2_1
16,SNA25-Centrality measurers-716932,,1,1,1,2,2,Specification,Early,1,16_2_1
16,SNA25-Centrality measurers-716932,,1,2,1,1,2,Instruct,Early,1,16_2_1
16,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Instruct,Late,1,16_3_1
16,SNA25-TNA Assignment (PDF)-728072,,2,1,2,1,3,Instruct,Late,2,16_3_2
16,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Specification,Late,1,16_3_1
16,SNA25-TNA Assignment (PDF)-728072,,2,1,2,2,3,Specification,Late,2,16_3_2
16,SNA25-TNA Assignment (PDF)-728072,Same as assignment instruction,1,2,1,1,3,Specification,Late,1,16_3_1
16,SNA25-TNA Assignment (PDF)-728072,Same as assignment instruction,1,3,1,1,3,Specification,Late,1,16_3_1
16,SNA25-TNA Assignment (PDF)-728072,Same as assignment instruction,1,4,1,1,3,Specification,Late,1,16_3_1
16,SNA25-TNA Assignment (PDF)-728072,,1,5,1,1,3,Specification,Late,1,16_3_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,1,4,Instruct,Late,1,16_4_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,2,4,Context,Late,1,16_4_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,2,1,1,4,Context,Late,1,16_4_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,1,4,Context,Late,1,16_4_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,1,4,Specification,Late,1,16_4_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,5,1,1,4,Specification,Late,1,16_4_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,6,1,1,4,Specification,Late,1,16_4_1
16,SNA25-Final project (Grades=30) Only PDF-716961,,1,7,1,1,4,Specification,Late,1,16_4_1
17,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Specification,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Specification,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,2,1,2,1,Context,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,3,1,1,1,Context,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,4,1,1,1,Specification,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,5,1,1,1,Specification,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,6,1,1,1,Context,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,6,1,2,1,Specification,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,7,1,1,1,Context,Early,1,17_1_1
17,SNA25-Plot and generate networks with AI-716920,,1,7,1,2,1,Specification,Early,1,17_1_1
17,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,1,1,2,2,Specification,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,2,1,1,2,Specification,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,3,1,1,2,Specification,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,4,1,1,2,Instruct,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,4,1,2,2,Specification,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,5,1,1,2,Refine,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,5,1,2,2,Specification,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,6,1,1,2,Refine,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,6,1,2,2,Specification,Early,1,17_2_1
17,SNA25-Centrality measurers-716932,,1,7,1,1,2,Specification,Early,1,17_2_1
17,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Instruct,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,1,2,1,3,Agreement,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Context,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,1,2,2,3,Instruct,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,2,1,1,3,Specification,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,3,1,1,3,Specification,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,4,1,1,3,Specification,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,5,1,1,3,Specification,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,6,1,1,3,Refine,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,7,1,1,3,Refine,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,8,1,1,3,Instruct,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,8,1,2,3,Specification,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,9,1,1,3,Specification,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,10,1,1,3,Specification,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,10,1,2,3,Refine,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,11,1,1,3,Refine,Late,1,17_3_1
17,SNA25-TNA Assignment (PDF)-728072,,1,11,1,2,3,Reasoning,Late,1,17_3_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,1,4,Instruct,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,2,4,Context,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,2,1,1,4,Specification,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,1,4,Instruct,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,2,4,Context,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,1,4,Instruct,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,2,4,Specification,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,5,1,1,4,Specification,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,6,1,1,4,Specification,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,7,1,1,4,Specification,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,8,1,1,4,Instruct,Late,1,17_4_1
17,SNA25-Final project (Grades=30) Only PDF-716961,,1,8,1,2,4,Specification,Late,1,17_4_1
18,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,18_1_1
18,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Context,Early,1,18_1_1
18,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Specification,Early,1,18_1_1
18,SNA25-Plot and generate networks with AI-716920,,1,3,1,1,1,Instruct,Early,1,18_1_1
18,SNA25-Plot and generate networks with AI-716920,,1,3,1,2,1,Specification,Early,1,18_1_1
18,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,18_2_1
18,SNA25-Centrality measurers-716932,,1,2,1,1,2,Specification,Early,1,18_2_1
18,SNA25-Centrality measurers-716932,,1,3,1,1,2,Specification,Early,1,18_2_1
18,SNA25-Centrality measurers-716932,,1,4,1,1,2,Instruct,Early,1,18_2_1
18,SNA25-TNA Assignment (PDF)-728072,Same as assignment instruction,1,1,1,1,3,Instruct,Late,1,18_3_1
18,SNA25-TNA Assignment (PDF)-728072,,2,1,2,1,3,Agreement,Late,2,18_3_2
18,SNA25-TNA Assignment (PDF)-728072,Same as assignment instruction,1,2,1,1,3,Specification,Late,1,18_3_1
18,SNA25-TNA Assignment (PDF)-728072,Same as assignment instruction,1,3,1,1,3,Specification,Late,1,18_3_1
19,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Context,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,1,1,3,1,Specification,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Context,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,2,1,2,1,Specification,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,3,1,1,1,Context,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,3,1,2,1,Specification,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,4,1,1,1,Instruct,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,4,1,2,1,Specification,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,5,1,1,1,Context,Early,1,19_1_1
19,SNA25-Plot and generate networks with AI-716920,,1,6,1,1,1,Instruct,Early,1,19_1_1
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",1,1,1,1,2,Instruct,Early,1,19_2_1
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",2,1,2,1,2,Instruct,Early,2,19_2_2
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",3,1,3,1,2,Refine,Early,3,19_2_3
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",4,1,3,1,2,Refine,Early,4,19_2_4
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",1,1,1,2,2,Specification,Early,1,19_2_1
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",2,1,2,2,2,Specification,Early,2,19_2_2
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",3,1,3,2,2,Specification,Early,3,19_2_3
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",4,1,3,2,2,Reasoning,Early,4,19_2_4
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",3,1,3,3,2,Reasoning,Early,3,19_2_3
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",1,2,1,1,2,Instruct,Early,1,19_2_1
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",2,2,2,1,2,Refine,Early,2,19_2_2
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",1,2,1,2,2,Specification,Early,1,19_2_1
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",1,3,1,1,2,Specification,Early,1,19_2_1
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",1,4,1,1,2,Instruct,Early,1,19_2_1
19,SNA25-Centrality measurers-716932,"link no longer available, typed from screenshot",1,4,1,2,2,Specification,Early,1,19_2_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,1,3,Positive emotion,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,2,3,Instruct,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,3,3,Context,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,2,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,3,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,4,1,1,3,Refine,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,5,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,6,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,7,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,8,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,9,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,10,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,11,1,1,3,Specification,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,12,1,1,3,Refine,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,12,1,2,3,Reasoning,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,13,1,1,3,Refine,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,13,1,2,3,Reasoning,Late,1,19_3_1
19,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,14,1,1,3,Instruct,Late,1,19_3_1
19,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,1,4,Instruct,Late,1,19_4_1
19,SNA25-Final project (Grades=30) Only PDF-716961,,2,1,2,1,4,Critique,Late,2,19_4_2
19,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,2,4,Specification,Late,1,19_4_1
19,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,3,4,Context,Late,1,19_4_1
19,SNA25-Final project (Grades=30) Only PDF-716961,,1,2,1,1,4,Specification,Late,1,19_4_1
19,SNA25-Final project (Grades=30) Only PDF-716961,,2,2,2,1,4,Refine,Late,2,19_4_2
19,SNA25-Final project (Grades=30) Only PDF-716961,,2,2,2,2,4,Reasoning,Late,2,19_4_2
19,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,1,4,Specification,Late,1,19_4_1
19,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,1,4,Instruct,Late,1,19_4_1
19,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,2,4,Specification,Late,1,19_4_1
20,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,20_1_1
20,SNA25-Plot and generate networks with AI-716920,,2,1,2,1,1,Positive emotion,Early,2,20_1_2
20,SNA25-Plot and generate networks with AI-716920,,3,1,3,1,1,Critique,Early,3,20_1_3
20,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Context,Early,1,20_1_1
20,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Specification,Early,1,20_1_1
20,SNA25-Plot and generate networks with AI-716920,,2,2,2,1,1,Critique,Early,2,20_1_2
20,SNA25-Plot and generate networks with AI-716920,,3,2,3,1,1,Refine,Early,3,20_1_3
20,SNA25-Plot and generate networks with AI-716920,,3,2,3,2,1,Reasoning,Early,3,20_1_3
20,SNA25-Plot and generate networks with AI-716920,,1,3,1,1,1,Specification,Early,1,20_1_1
20,SNA25-Plot and generate networks with AI-716920,,2,3,2,1,1,Refine,Early,2,20_1_2
20,SNA25-Plot and generate networks with AI-716920,,1,4,1,1,1,Specification,Early,1,20_1_1
20,SNA25-Plot and generate networks with AI-716920,,1,5,1,1,1,Specification,Early,1,20_1_1
20,SNA25-Plot and generate networks with AI-716920,,1,6,1,1,1,Specification,Early,1,20_1_1
20,SNA25-Plot and generate networks with AI-716920,,1,7,1,1,1,Instruct,Early,1,20_1_1
20,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,20_2_1
20,SNA25-Centrality measurers-716932,,2,1,2,1,2,Refine,Early,2,20_2_2
20,SNA25-Centrality measurers-716932,,3,1,3,1,2,Refine,Early,3,20_2_3
20,SNA25-Centrality measurers-716932,,3,1,3,1,2,Refine,Early,3,20_2_3
20,SNA25-Centrality measurers-716932,,1,1,1,2,2,Context,Early,1,20_2_1
20,SNA25-Centrality measurers-716932,,2,1,2,2,2,Specification,Early,2,20_2_2
20,SNA25-Centrality measurers-716932,,3,1,3,2,2,Refine,Early,3,20_2_3
20,SNA25-Centrality measurers-716932,,3,1,3,3,2,Reasoning,Early,3,20_2_3
20,SNA25-Centrality measurers-716932,,1,2,1,1,2,Specification,Early,1,20_2_1
20,SNA25-Centrality measurers-716932,,2,2,2,1,2,Reasoning,Early,2,20_2_2
20,SNA25-Centrality measurers-716932,,1,3,1,1,2,Instruct,Early,1,20_2_1
20,SNA25-Centrality measurers-716932,,1,4,1,1,2,Specification,Early,1,20_2_1
20,SNA25-Centrality measurers-716932,,1,5,1,1,2,Specification,Early,1,20_2_1
20,SNA25-Centrality measurers-716932,,1,6,1,1,2,Instruct,Early,1,20_2_1
20,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Instruct,Late,1,20_3_1
20,SNA25-TNA Assignment (PDF)-728072,,2,1,2,1,3,Positive emotion,Late,2,20_3_2
20,SNA25-TNA Assignment (PDF)-728072,,3,1,3,1,3,Agreement,Late,3,20_3_3
20,SNA25-TNA Assignment (PDF)-728072,,4,1,3,1,3,Positive emotion,Late,4,20_3_4
20,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Specification,Late,1,20_3_1
20,SNA25-TNA Assignment (PDF)-728072,,2,1,2,2,3,Positive emotion,Late,2,20_3_2
20,SNA25-TNA Assignment (PDF)-728072,,3,1,3,2,3,Positive emotion,Late,3,20_3_3
20,SNA25-TNA Assignment (PDF)-728072,,4,1,3,2,3,Positive emotion,Late,4,20_3_4
20,SNA25-TNA Assignment (PDF)-728072,,1,1,1,3,3,Instruct,Late,1,20_3_1
20,SNA25-TNA Assignment (PDF)-728072,,1,2,1,1,3,Specification,Late,1,20_3_1
20,SNA25-TNA Assignment (PDF)-728072,,2,2,2,1,3,Refine,Late,2,20_3_2
20,SNA25-TNA Assignment (PDF)-728072,,4,2,3,1,3,Refine,Late,4,20_3_4
20,SNA25-TNA Assignment (PDF)-728072,,2,2,2,2,3,Specification,Late,2,20_3_2
20,SNA25-TNA Assignment (PDF)-728072,,2,2,2,3,3,Refine,Late,2,20_3_2
20,SNA25-TNA Assignment (PDF)-728072,,1,3,1,1,3,Specification,Late,1,20_3_1
20,SNA25-TNA Assignment (PDF)-728072,,2,3,2,1,3,Specification,Late,2,20_3_2
20,SNA25-TNA Assignment (PDF)-728072,,4,3,3,1,3,Critique,Late,4,20_3_4
20,SNA25-TNA Assignment (PDF)-728072,,1,3,1,2,3,Refine,Late,1,20_3_1
20,SNA25-TNA Assignment (PDF)-728072,,4,3,3,2,3,Refine,Late,4,20_3_4
20,SNA25-TNA Assignment (PDF)-728072,,1,4,1,1,3,Refine,Late,1,20_3_1
20,SNA25-TNA Assignment (PDF)-728072,,2,4,2,1,3,Refine,Late,2,20_3_2
20,SNA25-TNA Assignment (PDF)-728072,,4,4,3,1,3,Refine,Late,4,20_3_4
20,SNA25-TNA Assignment (PDF)-728072,,1,4,1,2,3,Reasoning,Late,1,20_3_1
